,page_URL,artist,artist_nationality,artist_birthdate,title,image_URL,year,gallery,gallery_location,medium,medium_details,size_inches,size_cm,condition,classification,signed,authenticated,framed,currency,price
225,https://www.artsy.net/artwork/ky-anderson-funnel,Ky Anderson,American,1973,Funnel,https://d32dm0rphc51dk.cloudfront.net/RtwO_5GG1rSvZVMiPOYhyw/large.jpg,2016,"New York, Bridgehampton",Secure payment,"Drawing, Collage or other Work on Paper",Acrylic on paper,72 × 60 in,182.9 × 152.4 cm,New / perfect condition,This is a unique work.,"Hand-signed by artist, signed on verso",NA,Not included,$,"6,600"
226,https://www.artsy.net/artwork/mark-kostabi-deep-crimson-passion,Mark Kostabi,American,1960,Deep Crimson Passion,https://d32dm0rphc51dk.cloudfront.net/Dix68ac2rJWEDgTXmueP7Q/large.jpg,2000-2020,QART.COM,Certificate of authenticity,Painting,Paper,22 1/2 × 30 in,57.2 × 76.2 cm,NA,This is a unique work.,"Hand-signed by artist, Hand Signed",Included,Not included,$,"2,500"
227,https://www.artsy.net/artwork/alexander-kroll-untitled-29,Alexander Kroll,American,1981,Untitled,https://d32dm0rphc51dk.cloudfront.net/Djrklxtoh4tJ3JnC-2rQVg/large.jpg,2020,Edward Cella Art and Architecture,West Hollywood,Painting,Oil on canvas,58 × 78 in,147.3 × 198.1 cm,New.,This is a unique work.,"Hand-signed by artist, reverse. ",Included,Not included,$,"17,000"
228,https://www.artsy.net/artwork/ramon-enrich-not-typography-series,Ramon Enrich,Spanish,1968,Not,https://d32dm0rphc51dk.cloudfront.net/LeRC2y-WtZ7AFIiBPhVqag/large.jpg,Typography series,Artistics,Paris,Painting,Acrylic on canvas.,45 7/10 × 35 in,116 × 89 cm,NA,This is a unique work.,"Hand-signed by artist, sticker label",Included,Not included,€,"2,900"
229,https://www.artsy.net/artwork/betsy-enzensberger-life-of-the-party,Betsy Enzensberger,American,NA,Life of the Party,https://d32dm0rphc51dk.cloudfront.net/_A-ADggQEOS0HMii5GMeSw/large.jpg,2020,Certificate of authenticity,This work includes a certificate of authenticity.,Sculpture,"Resin, glitter, ink and wood",5 × 3 × 3 in,12.7 × 7.6 × 7.6 cm,New,This is a unique work.,"Hand-signed by artist, Underneath the sculpture ",Included,Not included,€,250
230,https://www.artsy.net/artwork/tony-serio-highway-and-bare-trees,Tony Serio,American,1956,Highway and Bare Trees,https://d32dm0rphc51dk.cloudfront.net/wUrO2hMNbrqxtlbB4UmC_w/large.jpg,2020,New York,Secure payment,Painting,Oil on canvas board,12 × 16 in,30.5 × 40.6 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"1,200"
231,https://www.artsy.net/artwork/damien-hirst-spin-painting-green-skull,Damien Hirst,British,1965,Spin Painting - Green Skull,https://d32dm0rphc51dk.cloudfront.net/YQ5Rk8Qd95rB47bCkk1IYQ/large.jpg,2009,Rudolf Budja Gallery,"Miami Beach, Salzburg",Painting,Painting on paper,34 × 27 1/2 in,86.4 × 69.9 cm,Perfect condition,This is a unique work.,"Stamped by artist's estate, stamped and signed by the Estate on verso",Included,Included,$,"35,000"
232,https://www.artsy.net/artwork/amber-goldhammer-wish-wash-rif-raf,Amber Goldhammer,American,1979,Wish Wash Rif Raf,https://d32dm0rphc51dk.cloudfront.net/LXLP9J7jJx3fISab7sCS-g/large.jpg,2019,"Los Angeles, Zürich",Certificate of authenticity,Painting,"Acrylic, Latex, Spray Paint, Ink on Canvas",48 × 60 in,121.9 × 152.4 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"2,000"
233,https://www.artsy.net/artwork/stan-brodsky-untitled-6,Stan Brodsky,American,1924,Untitled,https://d32dm0rphc51dk.cloudfront.net/edsXu__t1wIUS1jnby8nwQ/large.jpg,2009,Lawrence Fine Art,East Hampton,Painting,Oil on paper,30 × 22 in,76.2 × 55.9 cm,Excellent,This is a unique work.,Hand-signed by artist,NA,Not included,$,"6,500"
234,https://www.artsy.net/artwork/romero-britto-romero-britto-original-ink-drawing-hand-signed-elsa-benitez-sports-illustrated,Romero Britto,Brazilian,1963,Romero Britto Original Ink Drawing Hand Signed Elsa Benitez Sports Illustrated,https://d32dm0rphc51dk.cloudfront.net/jBB8odtG-T1Bkl6l7dYOZw/large.jpg,2002,Original Art Broker,Certificate of authenticity,"Drawing, Collage or other Work on Paper",Ink Drawing,20 × 18 in,50.8 × 45.7 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Upper Left (see photo)",Included,Included,$,"1,895"
235,https://www.artsy.net/artwork/carlos-rosales-silva-border-exchange-red-and-purple,Carlos Rosales-Silva,Mexican-American,1982,Border Exchange (Red&Purple),https://d32dm0rphc51dk.cloudfront.net/J6GOUu3fO-Hd0WXLnAN1_A/large.jpg,2020,"San Antonio, New York City",Certificate of authenticity,Painting,Sand in acrylic and flashe paint on panel,10 × 8 in,25.4 × 20.3 cm,Pristine Condition,This is a unique work.,"Hand-signed by artist, Signed on the reverse",Included,Not included,$,750
236,https://www.artsy.net/artwork/mary-hattman-untitled-4,Mary Hattman,Follow,NA,Untitled ,https://d32dm0rphc51dk.cloudfront.net/sehPWwXg1052H-1KwjxIaw/large.jpg,2020,One Mile Gallery,Kingston,Painting,Oil on paper,9 1/2 × 9 1/2 in,24.1 × 24.1 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"1,600"
237,https://www.artsy.net/artwork/carole-eisner-tarew,Carole Eisner,American,1937,Tarew,https://d32dm0rphc51dk.cloudfront.net/um8zn721rpxJ3nxiEnd9ZQ/large.jpg,1982,Susan Eley Fine Art,"New York, Hudson",Painting,Acrylic on linen canvas,50 × 47 in,127 × 119.4 cm,Excellent,This is a unique work.,Hand-signed by artist,Included,Not included,$,"10,000"
238,https://www.artsy.net/artwork/kees-van-dongen-le-gala-du-costume-de-bain-deauville-1,Kees van Dongen,"French-Dutch, 1877–1968",NA,Le Gala du Costume de Bain,https://d32dm0rphc51dk.cloudfront.net/L4GWFIrBhPgYUYD2ymshOg/large.jpg,Deauville ,Juffermans Fine Art,Utrecht,Print,Pochoir (stencil print),12 1/5 × 17 7/10 in,31 × 45 cm,NA,This work is part of a limited edition set.,"Hand-signed by artist, at the bottom right",Included,Not included,€,"3,750"
239,https://www.artsy.net/artwork/katsu-untitled-drone-flower-132,KATSU,American,1982,Untitled (Drone Flower),https://d32dm0rphc51dk.cloudfront.net/r5RCnGFpu2opaASOdGDGGA/large.jpg,2018,New York,Secure payment,Painting,Enamel on canvas,20 × 16 in,50.8 × 40.6 cm,NA,This is a unique work.,Not signed,NA,Included,$,"2,000"
240,https://www.artsy.net/artwork/john-mccaw-morning-sunshine,John McCaw,American,1967,Morning Sunshine,https://d32dm0rphc51dk.cloudfront.net/5xj_JOWpae0LfYTuZB5L-g/large.jpg,ca. 2020,Gallery 1261,Denver,Painting,Mixed Media on canvas,36 × 36 in,91.4 × 91.4 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"5,500"
241,https://www.artsy.net/artwork/nicole-leidenfrost-urlaub-in-brixen-im-thale,Nicole Leidenfrost,German,1974,Urlaub in Brixen im Thale,https://d32dm0rphc51dk.cloudfront.net/qryVtDiHsB6LhYCjwL5lIA/large.jpg,2017,Make offer,Hamburger Kunstgalerie,Painting,Acrylic on canvas,31 1/2 × 27 3/5 × 4/5 in,80 × 70 × 2 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,"3,600"
242,https://www.artsy.net/artwork/brad-darcy-missing-link-1,Brad Darcy,American,1969,Missing Link,https://d32dm0rphc51dk.cloudfront.net/lr5nhmHVksAX2gjSmWeXlg/large.jpg,2020,NUNU FINE ART,Taipei City,"Drawing, Collage or other Work on Paper","Ink, watercolor, pencil on paper",18 9/10 × 14 4/5 × 1 1/5 in,48 × 37.5 × 3 cm,Perfect ,This is a unique work.,"Hand-signed by artist, Back",Included,Included,$,"2,500"
243,https://www.artsy.net/artwork/tove-worum-natura-iv,Tove Worum,Norwegian,1953,Natura IV,https://d32dm0rphc51dk.cloudfront.net/Dw37p-fGDxlBzh2FKIbCoQ/large.jpg,2018,Make offer,promoart21,Painting,Tempera and oil on plexiglass and MDF board,9 2/5 × 9 2/5 in,24 × 24 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,€,800
244,https://www.artsy.net/artwork/julio-le-parc-untitled-51,Julio Le Parc,Argentinian,1928,Untitled,https://d32dm0rphc51dk.cloudfront.net/BQq40VFuL8Kf_1TMwmESKA/large.jpg,2013,Make offer,Gutan Art Gallery,"Drawing, Collage or other Work on Paper",Stencil on paper,12 3/5 × 9 1/10 × 1 2/5 in,32 × 23 × 3.5 cm,Very good conditions,This is a unique work.,"Hand-signed by artist, hand-signed and dated 2013 in pencil in the lower right corner",Included,Included,€,"2,500"
245,https://www.artsy.net/artwork/mark-kostabi-contemplating-alchemy,Mark Kostabi,American,1960,Contemplating Alchemy,https://d32dm0rphc51dk.cloudfront.net/MCRO1P86EXUzWl_pj-zh7w/large.jpg,2000-2020,QART.COM,Certificate of authenticity,Painting,Paper,42 × 29 1/2 in,106.7 × 74.9 cm,NA,This is a unique work.,"Hand-signed by artist, Hand Signed",Included,Not included,$,"1,800"
246,https://www.artsy.net/artwork/paul-jenkins-phenomena-winter-harth,Paul Jenkins,"American, 1923–2012",NA,Phenomena Winter Harth ,https://d32dm0rphc51dk.cloudfront.net/iQ9tM18mbjwBDzJoa9aLDg/large.jpg,1978,Make offer,Stern Pissarro,Painting,Oil and sand on canvas,26 × 48 in,66 × 122 cm,NA,This is a unique work.,"Hand-signed by artist, Signed, titled and dated on verso, Paul Jenkins “Phenomena Winter Harth” 1978. ",NA,Included,£,"25,000"
247,https://www.artsy.net/artwork/rosa-wiland-holmes-black-clay-curved-vessel-rosa-wiland-holmes,Rosa Wiland Holmes,Follow,NA,Black Clay Curved Vessel | Rosa Wiland Holmes,https://d32dm0rphc51dk.cloudfront.net/HPQ2OTh3WsVOidiD2FAxqw/large.jpg,2020,Make offer,THROWN,Design/Decorative Art,Black Clay,9 4/5 × 7 1/10 in,25 × 18 cm,NA,This is a unique work.,Not signed,NA,Not included,£,230
248,https://www.artsy.net/artwork/nicole-leidenfrost-ein-schoner-rucken,Nicole Leidenfrost,German,1974,Ein schöner Rücken,https://d32dm0rphc51dk.cloudfront.net/KIAinYI4XAcI19PxCW_JLw/large.jpg,2011,Make offer,Hamburger Kunstgalerie,Painting,Oil on canvas,39 2/5 × 19 7/10 × 4/5 in,100 × 50 × 2 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,"3,600"
249,https://www.artsy.net/artwork/jack-graves-iii-audrey-hepburn-icon-viii,Jack Graves III,American,1988,Audrey Hepburn Icon VIII,https://d32dm0rphc51dk.cloudfront.net/BXmnMeRQfJ5oVwdt6QNUzQ/large.jpg,2021,Graves International Art,St. Augustine,Painting,Acrylic Painting on Canvas,36 × 36 in,91.4 × 91.4 cm,Mint condition,This is a unique work.,"Hand-signed by artist, Hand signed by Graves lower left. It is also signed, titled, and dated on verso.",NA,Not included,$,"1,400"
250,https://www.artsy.net/artwork/robert-lebsack-my-heart-used-to-dream-of,Robert Lebsack,American,1980,My Heart Used To Dream Of,https://d32dm0rphc51dk.cloudfront.net/GZho-I1FV6eSyPku7J9TUA/large.jpg,2020,"Los Angeles, Zürich",Certificate of authenticity,Painting,"Ink, Charcoal, & Acrylic on Sheet Music on Wood Panel",12 × 12 in,30.5 × 30.5 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,375
251,https://www.artsy.net/artwork/mr-brainwash-legendary-ali,Mr. Brainwash,French,1966,LEGENDARY ALI,https://d32dm0rphc51dk.cloudfront.net/XRdG-gjdAiMNV1xGcM9YiA/large.jpg,2017,Gallery Art,Aventura,Print,SCREENPRINT,22 1/2 × 22 1/2 in,57.2 × 57.2 cm,Excellent,This is a unique work.,"Hand-signed by artist, front.",Included,Not included,$,"2,800"
252,https://www.artsy.net/artwork/galia-linn-pink-guardian-3,Galia Linn,Israeli,1963,Pink Guardian,https://d32dm0rphc51dk.cloudfront.net/CwbBfqAWk1bjuxXna9_Xvg/large.jpg,2020,Los Angeles,Certificate of authenticity,Painting,Household paint on stucco and plywood.,30 × 30 × 1 in,76.2 × 76.2 × 2.5 cm,NA,This is a unique work.,"Hand-signed by artist, Initialed on bottom",Included,Not included,$,"2,750"
253,https://www.artsy.net/artwork/dominykas-sidorovas-the-antler-only-contour-of-your-face-remains-2,Dominykas Sidorovas,Lithuanian,1993,The Antler. Only contour of your face remains. ,https://d32dm0rphc51dk.cloudfront.net/6r3zT6n7f3lhKeNQHQZ9gw/large.jpg,2019,Make offer,Galerija VARTAI,Painting,Oil on canvas,55 1/10 × 39 2/5 × 1 in,140 × 100 × 2.5 cm,NA,This is a unique work.,Not signed,Included,Not included,€,"1,550"
254,https://www.artsy.net/artwork/nicole-leidenfrost-liegender-blumenstrauss,Nicole Leidenfrost,German,1974,Liegender Blumenstrauss,https://d32dm0rphc51dk.cloudfront.net/mvowUnzrh19zNAOxxNybvw/large.jpg,2017,Make offer,Hamburger Kunstgalerie,Painting,Acrylic on canvas,19 7/10 × 27 3/5 × 4/5 in,50 × 70 × 2 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,"2,900"
255,https://www.artsy.net/artwork/mia-bergeron-shangri-la,Mia Bergeron,American,NA,Shangri-La,https://d32dm0rphc51dk.cloudfront.net/1hmO8c1Ig0xu0ELpIWuc0w/large.jpg,2018,Gallery 1261,Denver,Painting,Oil on panel,24 × 18 in,61 × 45.7 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,$,"3,570"
256,https://www.artsy.net/artwork/galia-linn-stone-circle-2-of-6,Galia Linn,Israeli,1963,Stone Circle (2 of 6),https://d32dm0rphc51dk.cloudfront.net/Q-32Kg7-RmwZQLupiI_9fQ/large.jpg,2020,Los Angeles,Certificate of authenticity,Sculpture,Black mountain clay. Glazed stoneware.,9 × 13 × 8 in,22.9 × 33 × 20.3 cm,NA,This is a unique work.,"Hand-signed by artist, Initialed on bottom",Included,Not included,$,"2,500"
257,https://www.artsy.net/artwork/romero-britto-aqua-garden,Romero Britto,Brazilian,1963,AQUA GARDEN,https://d32dm0rphc51dk.cloudfront.net/GYFzgSeJNG5rfnzvDBEkkA/large.jpg,2005,Gallery Art,Aventura,Painting,ACRYLIC ON CANVAS,48 × 60 in,121.9 × 152.4 cm,Excellent,This is a unique work.,"Hand-signed by artist, Hand signed on front; signed, titled and dated on verso by the artist.",Included,Included,$,"26,250"
258,https://www.artsy.net/artwork/manuel-calvo-pangaea-7-by-manuel-calvo,Manuel Calvo,Follow,NA,Pangaea 7 | By Manuel Calvo,https://d32dm0rphc51dk.cloudfront.net/-64eNaFxa-TtF-yqnt2E-Q/large.jpg,2020,Make offer,THROWN,Design/Decorative Art,Black and White Stoneware,23 1/5 × 6 7/10 × 4 7/10 in,59 × 17 × 12 cm,NA,This is a unique work.,Not signed,NA,Not included,£,400
259,https://www.artsy.net/artwork/jane-booth-oracle-triptych,Jane Booth,American,1957,Oracle (triptych),https://d32dm0rphc51dk.cloudfront.net/npFvlEp0l-YsHndt_rEcqg/large.jpg,2018,Madison Gallery,Solana Beach,Painting,Mixed media on canvas,42 1/2 × 183 in,108 × 464.8 cm,NA,This is a unique work.,"Hand-signed by artist, verso",Included,Not included,$,"14,000"
260,https://www.artsy.net/artwork/amber-goldhammer-prince-and-princess-love,Amber Goldhammer,American,1979,Prince and Princess Love,https://d32dm0rphc51dk.cloudfront.net/_iaf5zedsdXze3mM45Cm-A/large.jpg,2019,"Los Angeles, Zürich",Certificate of authenticity,Painting,"Mixed Media, Acrylic, Latex, Spray Paint, Ink on Canvas",96 × 48 in,243.8 × 121.9 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"3,850"
261,https://www.artsy.net/artwork/robert-mars-baby-center-stage-1,Robert Mars,American,1969,Baby Center Stage,https://d32dm0rphc51dk.cloudfront.net/KKfBvFdhjCw8it8euj9OmQ/large.jpg,Contemporary,ÆRENA Galleries and Gardens,"Napa, St. Helena, Healdsburg, Rutherford, St Helena",Painting,"Mixed Media, Panel and UV Resin",40 × 60 × 2 1/2 in,101.6 × 152.4 × 6.4 cm,Excellent/New,This is a unique work.,NA,Included,Not included,$,"14,000"
262,https://www.artsy.net/artwork/henry-birtles-away-to-fresh-pastures,Henry Birtles,"British, 1838–1907",NA,Away to Fresh Pastures,https://d32dm0rphc51dk.cloudfront.net/6qy21Y7h5eR_y3t2-vjwlw/large.jpg,1890,Make offer,Haynes Fine Art,Painting,Watercolour on paper,11 1/2 × 17 in,29.2 × 43.2 cm,Good condition. Framed behind glass,This is a unique work.,"Hand-signed by artist, Signed and dated '1890' lower left",NA,Included,£,"3,250"
263,https://www.artsy.net/artwork/fernando-botero-still-life-with-green-bottle,Fernando Botero,Colombian,1932,Still life with green bottle,https://d32dm0rphc51dk.cloudfront.net/dLfvzuKaNcJJIQOo2scwrw/large.jpg,2002,David Benrimon Fine Art,New York,"Drawing, Collage or other Work on Paper",Watercolor on paper,32 1/4 × 35 3/4 in,81.9 × 90.8 cm,Photocertificate by the artist.,This is a unique work.,"Hand-signed by artist, Signed and dated in the lower right: Botero 02.",Included,Not included,$,"200,000"
264,https://www.artsy.net/artwork/dominykas-sidorovas-another-lamp-which-is-protecting-the-mountain-of-st-victoria-1,Dominykas Sidorovas,Lithuanian,1993,Another lamp which is protecting the mountain of St. Victoria,https://d32dm0rphc51dk.cloudfront.net/xOoM1AV6pVGdgj-bTbCI5Q/large.jpg,2020,Make offer,Galerija VARTAI,Painting,Oil on canvas,39 2/5 × 28 × 4/5 in,100 × 71 × 2 cm,NA,This is a unique work.,Not signed,Included,Not included,€,"1,330"
265,https://www.artsy.net/artwork/fiona-rae-figment-2a-1,Fiona Rae,British,1963,Figment 2a,https://d32dm0rphc51dk.cloudfront.net/8krbWXWwf_2onKGglzfEOw/large.jpg,2015,Make offer,Buchmann Galerie,Painting,Oil on canvas,24 × 19 1/2 in,61 × 49.5 cm,NA,This is a unique work.,"Hand-signed by artist, Signed, titled, dated on back",NA,Not included,£,"20,000"
266,https://www.artsy.net/artwork/clara-berta-rising-up,Clara Berta,Hungarian-American,NA,Rising Up,https://d32dm0rphc51dk.cloudfront.net/U5jxQsiRQ_RMXmyNvnKyGA/large.jpg,2019,"Los Angeles, Zürich",Certificate of authenticity,Painting,Mixed Media on Canvas,40 × 40 in,101.6 × 101.6 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"2,200"
267,https://www.artsy.net/artwork/agustin-redondela-feria-en-castilla,Agustín Redondela,"Spanish, 1922–2015",NA,Feria en Castilla,https://d32dm0rphc51dk.cloudfront.net/keUIJa2H2vhKTsBUgGWJvw/large.jpg,2009,Buy now,GALERÍA HISPÁNICA,Print,Etching and aquatint,20 1/2 × 25 3/5 in,52 × 65 cm,Excellent,Edition of 99 + 0AP,Hand-signed by artist,Included,Not included,T,his work is part of a limited edition set.
268,https://www.artsy.net/artwork/william-eggleston-untitled-xmas-display,William Eggleston,American,1939,Untitled - Xmas Display,https://d32dm0rphc51dk.cloudfront.net/yf9FKHIKBGMCKyKMX1Rc5A/large.jpg,1967,Buy now,Make offer,Mixed Media,Dye Transfer Print,12 1/10 × 17 7/10 in,30.8 × 45.08 cm,NA,Edition of 15,Hand-signed by artist,Included,Included,T,his work is part of a limited edition set.
269,https://www.artsy.net/artwork/eugene-berman-scenography-3,Eugene Berman,"American, 1899–1972",NA,Scenography ,https://d32dm0rphc51dk.cloudfront.net/wSWjbzsDkRflpcUzVcnmqQ/large.jpg,20th Century,Make offer,Wallector,"Drawing, Collage or other Work on Paper",Ink and watercolor on ivory-colored paper.,11 4/5 × 15 7/10 in,30 × 40 × 0.1 cm,Good.,This is a unique work.,For detailed information read description.,NA,Not included,£,840
270,https://www.artsy.net/artwork/andy-warhol-heart-4,Andy Warhol,"American, 1928–1987",NA,Heart,https://d32dm0rphc51dk.cloudfront.net/xH0HctXEKCicA78eWamkfQ/large.jpg,ca. 1982,Make offer,Artificial Gallery,Mixed Media,Silkcreen/collage,47 × 39 in,119.4 × 99.1 cm,Excellent ,This is a unique work.,Not signed,Included,Included,£,"95,000"
271,https://www.artsy.net/artwork/jen-bowen-dreaming-with-poppies,Jen Bowen,Follow,NA,Dreaming with Poppies,https://d32dm0rphc51dk.cloudfront.net/8pUKjuXywhU--b2M8wHUIg/large.jpg,2021,Chicago,Secure payment,Painting,Oil on ampersand board,6 × 8 in,15.2 × 20.3 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,250
272,https://www.artsy.net/artwork/tony-cragg-stack-10,Tony Cragg,British,1949,Stack,https://d32dm0rphc51dk.cloudfront.net/jg0aGQBxBsgxxWza4uTNeA/large.jpg,2018,Make offer,Buchmann Galerie,Sculpture,"Bronze, unique version from a maximum of six casts in different patina/color",25 3/5 × 18 1/10 × 15 in,65 × 46 × 38 cm,Perfect condition with exceptional patina,This is a unique work.,Incised with the artist's signature.,Included,Not included,€,"195,000"
273,https://www.artsy.net/artwork/eric-zener-looking-ahead,Eric Zener,American,1966,Looking Ahead,https://d32dm0rphc51dk.cloudfront.net/Zx9qo1a5ZkKJNNKlZFSKpw/large.jpg,2019,Gallery Henoch,New York,Painting,Mixed Media Resin,31 1/2 × 29 in,80 × 73.7 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"14,500"
274,https://www.artsy.net/artwork/amber-goldhammer-showgoer,Amber Goldhammer,American,1979,Showgoer,https://d32dm0rphc51dk.cloudfront.net/8Ns4Y4DR0fvecRfAukCbaA/large.jpg,2020,"Los Angeles, Zürich",Certificate of authenticity,Painting,"Acrylic, Latex, & Spray Paint on Canvas",60 × 36 in,152.4 × 91.4 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"1,950"
275,https://www.artsy.net/artwork/nicolas-party-untitled-16,Nicolas Party,Swiss,1980,Untitled ,https://d32dm0rphc51dk.cloudfront.net/zjjUlS7FgadflmGQZ-WR0Q/large.jpg,2017,Make offer,Blond Contemporary,"Drawing, Collage or other Work on Paper",Watercolour on Card,10 1/5 × 7 1/10 in,26 × 18 cm,Excellent ,This is a unique work.,"Hand-signed by artist, Variously inscribed on verso ",NA,Not included,£,"34,000"
276,https://www.artsy.net/artwork/hollis-dunlap-study-of-morgan,Hollis Dunlap,American,1977,Study of Morgan,https://d32dm0rphc51dk.cloudfront.net/VfUkw0DhDtiilA9EdshJ_g/large.jpg,2019,Gallery 1261,Denver,Painting,Oil on Panel,16 × 12 in,40.6 × 30.5 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"3,400"
277,https://www.artsy.net/artwork/jonas-fisch-main-man,Jonas Fisch,Follow,NA,Main Man,https://d32dm0rphc51dk.cloudfront.net/lUYXGF6qkz5f2aZu10vM2w/large.jpg,2020,"Los Angeles, Zürich",Certificate of authenticity,Painting,Mixed Media on Canvas,55 × 54 in,139.7 × 137.2 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"4,900"
278,https://www.artsy.net/artwork/oleg-khvostov-landscape-with-lavender-field,Oleg Khvostov,Russian,1972,Landscape with Lavender Field ,https://d32dm0rphc51dk.cloudfront.net/5ZMRWEAE1PfpSQBu8EBH8g/large.jpg,2016,Make offer,Galerie Fahid Taghavi,Painting,Acrylic on canvas,15 7/10 × 23 3/5 in,40 × 60 cm,Perfect,This is a unique work.,"Hand-signed by artist, Back",Included,Not included,$,"4,500"
279,https://www.artsy.net/artwork/gill-button-ivy,Gill Button,English,1973,Ivy,https://d32dm0rphc51dk.cloudfront.net/9Rov9m6vCWht-rkGeQJugw/large.jpg,2020,James Freeman Gallery,London,Painting,Acrylic & oil on linen,17 7/10 × 13 4/5 in,45 × 35 cm,NA,This is a unique work.,"Hand-signed by artist, stamped by artist's estate",Included,Not included,£,"2,600"
280,https://www.artsy.net/artwork/jimmy-desana-leaves-ass-up,Jimmy DeSana,Follow,NA,Leaves (Ass Up),https://d32dm0rphc51dk.cloudfront.net/kC10e5bO9j0eZ8jL_qOXjQ/large.jpg,1984,Gallery 52,Jeffersonville,Photography,Color print,6 × 4 in,15.2 × 10.2 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"1,500"
281,https://www.artsy.net/artwork/kym-de-los-reyes-pass-the-salt,Kym De Los Reyes,American,1971,Pass the Salt,https://d32dm0rphc51dk.cloudfront.net/cCb1tuC9eqomk5X3HImGzw/large.jpg,2021,Barba Contemporary Art,Certificate of authenticity,Painting,Mixed media on canvas,60 × 48 in,152.4 × 121.9 cm,"Original, new artwork",This is a unique work.,Hand-signed by artist,Included,Not included,$,"5,200"
282,https://www.artsy.net/artwork/oleg-khvostov-landscape-iv,Oleg Khvostov,Russian,1972,Landscape IV,https://d32dm0rphc51dk.cloudfront.net/4cEatNGWos4QaHKuAJEJBw/large.jpg,2016,Make offer,Galerie Fahid Taghavi,Painting,Acrylic on canvas,39 2/5 × 55 1/10 in,100 × 140 cm,Perfect,This is a unique work.,"Hand-signed by artist, Back",Included,Not included,$,"11,000"
283,https://www.artsy.net/artwork/peter-max-peter-max-all-original-painting-pop-art-profiles-watercolor-signed-pop-art-rare,Peter Max,American,1937,PETER MAX all Original PAINTING POP ART PROFILES Watercolor SIGNED Pop Art Rare,https://d32dm0rphc51dk.cloudfront.net/y56vBnbP7ajKEmY8ilYUeQ/large.jpg,1970-1989,Original Art Broker,Certificate of authenticity,Painting,"Original Ink, Pastel, and, Watercolor Painting",17 × 20 in,43.2 × 50.8 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Upper Right (see photo)",Included,Included,$,"2,995"
284,https://www.artsy.net/artwork/elsa-voelcker-spring-green-skunk-cabbage,Elsa Voelcker,American,NA,"""Spring Green Skunk Cabbage""",https://d32dm0rphc51dk.cloudfront.net/DV3hOQANbSJwQikEYJ4jdg/large.jpg,1991-2020,Gallery Sitka,SHIRLEY,Photography,Chromogenic Print,11 1/2 × 14 in,29.2 × 35.6 cm,Excellent,This is a unique work.,NA,NA,Not included,$,100
285,https://www.artsy.net/artwork/romero-britto-romero-britto-large-original-acrylic-painting-on-canvas-whitney-houston-signed,Romero Britto,Brazilian,1963,Romero Britto Large Original Acrylic Painting On Canvas Whitney Houston Signed,https://d32dm0rphc51dk.cloudfront.net/bs6R8HezaJW59TQ4hmm06Q/large.jpg,1991,Original Art Broker,Certificate of authenticity,Painting,Ink and Acrylic Paint on Canvas,46 × 40 in,116.8 × 101.6 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Top Right (see photo)",Included,Included,$,"9,295"
286,https://www.artsy.net/artwork/claire-kirkup-places-we-find-comfort-in-diptych,Claire Kirkup,Australian,1976,Places We Find Comfort In (diptych),https://d32dm0rphc51dk.cloudfront.net/dy8xsNOGVbeolnMg88iacA/large.jpg,2020,Madison Gallery,Solana Beach,Painting,Oil on canvas,60 × 120 in,152.4 × 304.8 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,$,"15,000"
287,https://www.artsy.net/artwork/hiroshi-sato-entrance-and-sun,Hiroshi Sato,Japanese,1987,Entrance and Sun,https://d32dm0rphc51dk.cloudfront.net/xTK-6JYglfnR4ON4yvoYcw/large.jpg,2021,Abend Gallery,Denver,Painting,Oil on Canvas,32 × 38 in,81.3 × 96.5 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"5,200"
